location,spot_id,lat,lon
Prainha São Francisco Do Sul,3860,-26.2311,-48.5001
Praia Grande - São Francisco do Sul,3861,-26.2353,-48.5018
Guaratuba,3862,-25.892,-48.5598
Monduba,3863,-24.002,-46.2596
São Pedro,3864,-23.8978,-46.1501
Praia do Guaeca,3865,-23.821,-45.4656
Praia da Baleia,3866,-23.776,-45.6836
Sapê,3867,-23.5312,-45.2178
Praia Grande,3868,-23.47,-45.0627
São Pedro,3869,-23.908,-46.1618
Ubatuba,3870,-23.433,-45.0687
Vermelha do Norte,3871,-23.4203,-45.0383
Itamambuca,3872,-23.4017,-45.0014
Félix,3873,-23.387,-44.9665
Grumari,3874,-23.0485,-43.5302
Prainha,3875,-23.0399,-43.5053
Reserva beach,3876,-23.0133,-43.3961
Barra,3877,-23.0111,-43.3433
Canal de Itaipu,3878,-22.9682,-43.0485
Praia do Forte,3879,-22.8901,-42.0158
Costa Azul,3880,-22.52,-41.9191
Barra do Una ,3881,-22.7155,-41.985
Praia do Pecado,3882,-22.4117,-41.8069
Laje do Pecado,3883,-22.4131,-41.8084
Grussai,3884,-21.6845,-41.0204
Praia Brava,3885,-26.9413,-48.6272
Itajai,3886,-26.9098,-48.6378
Praia do Ule,3887,-20.5595,-40.3936
Barra do Jucu,3888,-20.4289,-40.3224
Regencia,3889,-19.6552,-39.8364
Setiba,3890,-20.6344,-40.4374
Cupe,3891,-8.4972,-35.0022
Mar dos Macacos,3892,-7.0499,-34.8419
Cabedelo - Paraíba,3893,-7.0004,-34.8245
Tabatinga,3894,-6.0452,-35.1099
Xoxoline,3895,-6.0049,-35.1055
Ponta Negra,3896,-5.8788,-35.1721
Farol da Barra,3897,-13.0098,-38.5338
Barravento,3898,-13.0101,-38.5263
Corrente,3899,-12.9391,-38.3276
Praia Azul,3901,39.1176,-9.3954
Ouddorp,3902,51.8269,3.8831
Brora Beach,3903,58.0139,-3.8397
Sandside Bay,3904,58.5683,-3.7913
Melvich,3905,58.5607,-3.9103
Strathy,3906,58.5695,-4.0005
Armadale Bay,3907,58.5543,-4.0762
Torrisdale,3908,58.5278,-4.2514
Sandwood Bay,3909,58.5406,-5.0608
Quendale Bay,3910,59.8762,-1.3465
Pearly Beach,3911,-34.6925,19.5435
Spiders,3912,30.5031,-9.6854
Martins Bay,3913,-44.3386,168.001
Mason Bay - Stewart Island,3914,-46.9262,167.756
Porpoise Bay,3915,-46.6464,169.129
Walohiu,3916,0.6012,97.6819
Passe Jimmy.,3917,-19.703,63.296
Popenguine,3918,14.5489,-17.1087
Hotels,3919,10.9445,108.201
Cabo Ledo,3920,-9.6754,13.1962
South Myanmar,3921,14.1376,98.0916
The Rock - Myanmar,3922,18.6699,93.6751
Ngwe Saung,3923,16.8652,94.3809
Gwa,3924,17.6141,94.5805
Løkken,3925,57.3734,9.7056
Thorsminde,3926,56.3907,8.1103
Agger,3927,56.7837,8.2285
Grape bay,3928,32.2817,-64.7675
Hungry bay,3929,32.2881,-64.7602
Southlands,3930,32.2643,-64.7951
Tucks,3931,32.3345,-64.6806
Sea Island Jetty,3932,31.1744,-81.3487
Shipwreck,3933,28.3464,-14.1784
Cruz Roja,3934,28.0437,-14.3313
Generosa,3935,28.756,-13.8849
Broadstairs - Viking Bay,3937,51.3581,1.4458
St Bees,3938,54.4903,-3.6065
Blackpool South,3939,53.7946,-3.0592
Camber sands,3940,50.9331,0.796
Hornsea,3941,53.9075,-0.157
Caswell Bay,3942,51.5668,-4.0354
Port Mansfield Jetties,3943,26.561,-97.2683
61st Street,3944,29.2658,-94.8251
Isla Blanca State Park,3945,26.0695,-97.1528
Boca Chica,3946,26.0613,-97.1488
Matagorda,3947,28.5962,-95.9743
Fish Pass Jetties,3948,27.6752,-97.1643
Horace Caldwell Pier,3949,27.826,-97.0521
JP Luby Surf Park,3950,27.6446,-97.1838
Flagship,3951,29.2859,-94.7911
Quintana,3952,28.9309,-95.3038
Surfside,3953,28.9373,-95.2931
37th Street,3954,29.2803,-94.8027
Siracusa South,3955,37.0047,15.2868
Papeari,3956,-17.7526,-149.333
Magics ,3957,19.594,-155.9726
Pine Trees,3958,19.6949,-156.045
El Bajo - Las Palmas,3959,0.9943,-79.6625
Puerto Cayo,3960,-1.3575,-80.7397
San Lorenzo,3961,-1.0652,-80.9108
El Pelado,3962,-2.6309,-80.4486
Mal Paso,3963,-2.6415,-80.4305
Punta Carnero,3964,-2.2819,-80.9182
La Chueca,3965,-2.225,-80.9711
El Barco - Salinas,3966,-2.2012,-80.9679
Coito,3967,-2.1631,-80.8232
Las Tunas,3968,-1.6551,-80.8257
Puerto Lopez,3969,-1.5593,-80.8143
Santa Marianita,3970,-0.9815,-80.8445
La Cabuya,3971,-0.0493,-80.1446
Muisne,3972,0.6351,-80.056
Estero de platano,3973,0.7771,-80.0907
Tonsupa,3974,0.8937,-79.8143
Palmahim,3975,31.9262,34.6977
Rishon Lezion,3976,32.002,34.7323
Zikim,3977,31.613,34.5044
Tel Baruch North,3978,32.1229,34.7834
Marina - Herzelia ,3979,32.166,34.7947
Gazebbo Beach Club,3980,32.1791,34.8018
Zvulun Herzelia ,3981,32.1729,34.7991
Sdot Yam,3982,32.4833,34.8879
Caesarea,3983,32.529,34.9006
Maagan Michael,3984,32.5581,34.9068
Calais,3985,50.9787,1.8958
Sidna Ali,3986,32.1875,34.8039
Backdoor Haifa,3987,32.8366,34.9816
Breidavik,3988,65.5544,-24.3695
Hirano beach,3989,32.9608,132.995
Cap Gris-Nez,3990,50.8708,1.5906
Wimereux,3991,50.7646,1.5945
Torre Archirafi,3992,37.7139,15.2181
Baga and Calungute,3993,15.5413,73.7546
Gokarna,3994,14.5439,74.3125
Kapu Beach Lighthouse,3995,13.2228,74.7369
Maravanthe,3996,13.7058,74.6417
Bhatkal,3997,13.9639,74.5388
Mulki,3998,13.0775,74.7747
Murdeshwara,3999,14.0967,74.4852
Mahe,4000,11.6974,75.5335
"Payyambalam Beach, Kannur",4001,11.8755,75.3475
Tamania (Cap 8),4002,25.0812,-14.839
Untouchables,4003,23.4906,-15.9693
Mutsure,4004,34.6415,137.326
Padma,4005,-8.7062,115.164
Ketewel,4008,-8.644,115.284
Balian,4009,-8.5059,114.965
Padangbai,4010,-8.535,115.511
Pantai Air Manis,4011,-0.9942,100.363
Bengkulu Point,4012,-3.7843,102.248
Crane Bay,4013,13.1063,-59.4439
"Kashima, Ibaraki",4014,35.9868,140.663
Katagai,4015,35.543,140.469
Onjuku,4016,35.182,140.353
Barahona,4017,-0.9682,-90.9966
Tortuga Bay,4018,-0.7616,-90.3316
La Loberia,4019,-0.9283,-89.6124
El Faro,4020,-0.9591,-90.9791
Miller's Rights,4021,-9.985,119.925
Pero Lefts,4022,-9.6131,118.983
Pero Rights,4023,-9.6074,118.982
Pulau Dana,4024,-10.8275,121.269
Raijua,4025,-10.6224,121.53
Wainjapu,4026,-9.6386,119.004
Wainjapu,4027,-9.6386,119.004
Tanjung Kucur,4028,-8.6353,114.505
Parangtritis,4029,-8.0269,110.324
Auroville,4030,11.9841,79.8494
Big Rock - Fisherman's Cove,4031,12.7901,80.255
Puri,4032,19.7941,85.8255
Mahabalipuram Shore Temple,4033,12.6171,80.2001
Fontana,4034,16.742,-22.982
Palmeira,4035,16.7475,-22.9797
Ponta Brava,4036,15.2696,-23.7599
Boa Vista Bahia,4037,16.1655,-22.9129
Sabi Sabi - São Nicolau,4038,16.5686,-24.3642
Goldenwest,4039,33.6671,-118.02
Strands Point,4040,33.4632,-117.716
Agate/Pearl Street,4041,33.5278,-117.773
Dadonghai Bay,4042,18.198,109.492
Yalong Bay,4043,18.1739,109.621
Houhai Bay,4044,18.2675,109.723
Puerto Morelos,4045,20.8228,-86.8763
T'ooster,4046,51.2395,2.927
Middelkerke,4047,51.1934,2.8272
De Panne,4048,51.1008,2.5812
Weisse Düne,4049,53.7242,7.2058
Avon,4050,40.1916,-74.0093
Island Beach State Park,4052,39.8367,-74.0827
Jenkinsons,4053,40.0999,-74.0319
Margate Pier,4054,39.3271,-74.4948
Monmouth Beach,4055,40.3283,-73.9737
Poverty Beach,4056,38.9383,-74.89
Block Island,4057,41.1463,-71.5783
Weekapaug,4058,41.3284,-71.7617
East Beach,4059,41.3447,-71.681
Bay City,4060,43.671,-83.9049
Forester/Sanilac,4061,43.5145,-82.5715
North Chicago,4062,42.0785,-87.6799
Aramoana Spit,4063,-45.7733,170.712
Blue Duck Stream,4064,-42.2565,173.813
Clarence River,4065,-42.1756,173.935
Elliot Bay,4066,-35.2731,174.292
Frentzes Reef,4067,-46.2998,167.722
Gore Bay,4068,-42.8586,173.318
Henderson Bay,4069,-34.7481,173.124
Horseshoe Bay,4070,-37.5799,178.299
Hickory Bay,4071,-43.7771,173.111
Kahutara,4072,-42.4333,173.59
Karitane,4073,-45.6388,170.665
Loisells,4074,-38.4372,178.313
Magnet Bay,4075,-43.8432,172.739
Makorori Point,4076,-38.6629,178.107
Murderers,4077,-45.7595,170.673
Muriwai Beach,4078,-36.8303,174.424
Orewa Beach,4079,-36.586,174.697
Pataua Bar,4080,-35.7125,174.526
North Makorori,4081,-38.6554,178.137
Motunau Beach,4082,-43.0492,173.07
Shelter Cove,4083,40.0238,-124.064
Cinnamon Bay,4084,18.355,-64.7564
Brewers Bay,4085,18.4438,-64.6511
Yacht Harbour,4086,18.4499,-64.4411
Tills,4087,5.4154,-0.4667
Bettys,4088,4.8734,-1.7784
Puraran Majestic,4089,13.6892,124.395
Gubat Sorsogon ,4090,12.9142,124.131
Coal Point,4091,-43.3379,147.329
Eaglehawk Neck,4092,-43.0145,147.929
Roaring Beach,4093,-43.0891,147.671
Tessos,4094,-43.0097,147.934
The Neck,4095,-43.2639,147.364
Park Beach,4096,-42.8685,147.615
Boat Harbour Beach,4097,-40.9286,145.619
Robbos Point,4098,-41.159,146.352
Tam O'Shanter,4099,-40.9938,147.068
Boa,4100,-10.9295,122.861
N'Dana,4101,-10.9727,122.841
Do'o,4102,-10.8299,122.752
Ndao,4103,-10.8061,122.635
Peanuts,4104,-10.9261,122.822
Savu Left,4105,-10.5067,121.796
T-Land,4106,-10.8903,122.811
Savu Right,4107,-10.4588,121.84
La Digue,4108,-21.059,55.2196
L'Étang-Salé,4109,-21.266,55.3279
Manapany,4110,-21.3727,55.5864
"Batu Buruk, KT",4111,5.3231,103.156
Tungku Beach,4112,4.9737,114.872
Chempedak Bay,4113,3.8098,103.373
Kuala Rompin,4114,2.8047,103.5
Pakar,4115,4.6315,103.442
Chincoteague,4116,37.8882,-75.3393
Fenwick,4117,38.4513,-75.0478
Belongas,4119,-8.8831,116.047
Gili Air,4121,-8.3639,116.088
Gili Trawangan,4122,-8.3635,116.04
Don-Don,4123,-8.9126,116.355
Inside Ekas,4125,-8.8802,116.441
Inside Grupuk,4126,-8.9153,116.366
Mawi,4128,-8.8873,116.158
Outside Grupuk,4129,-8.9271,116.352
Senggigi,4130,-8.5027,116.04
Segar,4131,-8.9094,116.292
Sereweh,4132,-8.9152,116.504
Bauang,4135,16.5408,120.317
Charlie's Point,4136,15.7903,121.558
Car-rille,4137,16.6448,120.304
Cemento,4138,15.7627,121.592
Avalon Point,4139,-32.5945,115.633
Barra de Balizas,4140,-34.3357,-53.7897
Elliston,4141,-33.6246,134.828
Pennington Bay,4142,-35.8539,137.743
Bahia Tortugas,4143,27.6796,-114.888
Cabo Colonet,4144,30.9624,-116.294
Calafia,4145,32.267,-117.02
K55/Campo Lopez,4146,32.1862,-116.914
"K38, K38.5, K39",4147,32.2628,-117.004
Nine Palms,4148,23.1752,-109.476
Las Gaviotas - Baja,4149,32.2514,-116.963
K58/La Fonda,4150,32.161,-116.902
Open Doors,4151,27.8629,-115.159
Punta Camalú,4152,30.819,-116.09
San Antonio del Mar,4153,31.0967,-116.316
Santo Tomas,4154,31.5498,-116.681
Quatro Casas,4155,30.933,-116.24
Salsipuedes,4156,31.9766,-116.791
Scorpion Bay,4157,26.2424,-112.475
Shipwrecks,4158,23.119,-109.526
Shipwrecks/Freighters,4159,30.8593,-116.17
Folkestone,4160,51.0814,1.1913
Pentewan,4161,50.2888,-4.7799
Trebarwith strand,4162,50.6447,-4.7616
La Paloma,4163,-38.1698,-57.6334
Playa de los Lances,4164,36.0313,-5.6281
Playa Hermosa,4165,11.203,-85.837
Dalian Golden Pebble Beach,4166,39.0704,121.986
Dalian Dashan Island,4167,38.8839,121.829
Ders,4168,-31.4738,115.572
The Spot,4169,-31.5224,115.603
Air Guling,4170,-8.9071,116.245
Tangshan  Qianshui Bay ,4171,39.1529,118.954
Tangshan-yuetuo Island,4172,39.1073,118.86
Shilaoren Beach,4173,36.0907,120.49
Laoshan Village,4174,36.0945,120.475
Golden Sand Beach - Huangdao,4175,35.9557,120.241
Silver Sand Beach - Huangdao,4176,35.919,120.199
Huaniao Island ,4177,30.8505,122.69
Shengsi Jinsha Beach,4178,30.7135,122.478
Shengsi Huichen,4179,30.7162,122.511
Zhujia Island Nansha,4180,29.8777,122.406
Putuoshan Island Qianpu Beach,4181,29.9948,122.388
Tantoushan Island,4182,29.1842,122.039
Jinqimen - Nongcuncun,4183,29.0593,121.953
Hai Ling Dao,4184,21.5783,111.897
Guangdong Maoming Dongbianbo Beach,4185,21.439,111.29
Fangchenggang,4186,21.5376,108.288
Dapingpo,4187,21.5196,108.252
Lingshui - Xincun Beach ,4188,18.4122,109.959
Linshui - Windmill Bay,4189,18.3835,109.841
Shimei Bay,4190,18.6693,110.283
Riyue Wan - Main Left,4191,18.6323,110.219
San Onofre,4192,33.3721,-117.564
Dunes/Surfer's Beach,4193,-21.8009,114.137
Amelia Pier,4194,30.621,-81.4388
Mayport Poles,4195,30.3818,-81.3959
Vilano,4196,29.9414,-81.3001
Canova Beach,4197,28.1389,-80.5792
Coral Cove Park,4198,26.9655,-80.0783
Delray Beach,4199,26.4598,-80.0572
Lantana,4200,26.5843,-80.0368
Spanish House,4201,27.8766,-80.4551
Dania Beach Pier,4202,26.0582,-80.1099
Ormond Beach,4203,29.2927,-81.0379
Topanga State Beach,4204,34.0368,-118.583
Chart House Rights,4205,34.0392,-118.575
Latigo Canyon,4206,34.0263,-118.755
Palos Verdes Cove,4207,33.7926,-118.408
Redondo Beach Breakwater,4208,33.8508,-118.401
Birdrock,4209,32.8142,-117.275
Horseshoe,4210,32.8396,-117.284
Sunset Cliffs,4211,32.7159,-117.257
Ocean beach,4212,32.7481,-117.256
Point Loma,4213,32.6647,-117.246
Windansea Beach,4214,32.8295,-117.282
Bolinas Jetty,4215,37.9045,-122.679
Stinson Beach,4216,37.8933,-122.639
Wilkes Passage,4217,-17.8421,177.17
Wells Beach,4218,43.313,-70.5605
Ashdod,4219,31.807,34.6356
Halaktirskiy Beach,4220,52.9969,158.858
Bolinas,4221,37.9055,-122.674
Arenal de Moris,4222,43.4745,-5.1755
Vouliagmeni,4223,37.8129,23.7781
Cupsogue,4224,40.7656,-72.7428
Flies,4225,40.8397,-72.4656
Georgica (East Hampton),4226,40.9322,-72.2191
Mustafas A frame,4227,33.6661,35.4171
Inani Point,4228,21.2334,92.0435
Kolatoli Point,4229,21.4103,91.9852
St. Martins,4230,20.5745,92.3362
Da He Beach,4231,25.9611,119.699
Xiang Bi Ao,4232,25.9569,119.697
Zhujia East Beach,4233,29.8801,122.417
Rizhao Gold Beach,4234,35.4277,119.569
Wan Ping Kou,4235,35.4045,119.56
Jimo Ocean Springs,4236,36.3888,120.691
Cheray Beach,4237,10.1387,76.1788
Thotapalli,4238,9.4904,76.3178
Rameswaram,4239,9.2323,79.3262
Poovar,4240,8.3069,77.0769
Mukkam,4241,17.9663,83.5484
Chippada,4242,17.9365,83.5134
Chintapalli,4243,18.0423,83.6138
Yarada,4244,17.6642,83.2849
Vattikottai,4245,8.092,77.5655
"Sandy Point - Visag, India",4246,18.3168,84.1314
Rutukonda,4247,17.6215,83.2358
Egmond Aan Zee,4248,52.6212,4.6203
Muskegon,4249,43.1672,-86.299
San Gallan,4250,-13.8349,-76.4376
Devereux,4251,34.4063,-119.879
Sunset Beach,4252,25.147,55.1934
Panorama Point  ,4253,30.5425,-9.7112
Chekka,4254,34.3103,35.713
Colonel,4256,34.2439,35.6596
Pier and Friends,4257,34.2125,35.649
Edde Sands (Tum Tum Beach),4258,34.1148,35.648
Yours,4259,34.0127,35.6339
Ramlet al Bayhda,4260,33.8791,35.4792
Surtainville,4261,49.457,-1.8331
Faroe Islands,4262,62.0421,-6.8445
Kabakum Beach,4263,43.2537,28.0304
Sunny Day,4264,43.2405,28.0176
Obzor,4265,42.8215,27.8845
Dos Playa,4266,12.5062,-69.9176
Wariruri,4267,12.5917,-70.0166
Urirama,4268,12.5917,-70.0166
Druif,4269,12.6071,-70.0321
Dunes/Dooms,4270,12.6166,-70.0448
Andicuri,4271,12.5382,-69.9559
Golf Course (Socials),4272,-21.2077,-159.827
Rutaki Passage,4273,-21.2654,-159.805
Avana,4274,-21.2445,-159.724
Matai Wreck,4275,-21.2036,-159.775
Norrie Park,4276,-21.2246,-159.731
Avaavaroa Passage,4277,-21.2718,-159.78
Club Raro,4278,-21.2013,-159.756
Hosta Rica,4279,43.5064,39.8685
Red Stones,4280,42.9038,131.737
Chernishova,4281,42.964,131.901
Ahlestisheva,4282,42.9994,131.935
Waimea Offshore (51201),4283,21.673,-158.116
Pauwela Maui Offshore (51205),4284,21.019,-156.427
Punta Galea,4285,43.368,-3.0365
Jennettes Pier,4286,35.9103,-75.5948
Lahaina Harbor / Breakwall,4287,20.8705,-156.6797
Balneario Orense,4288,-38.81,-59.7354
Shabandar Beach,4289,6.182,116.1669
Playa Morrillo,4290,7.4888,-80.9539
Karamawi,4291,-38.5955,-58.7615
La Esco,4292,-38.5823,-58.6989
Arambol Beach,4293,15.6762,73.7052
Darne,4294,-20.4523,57.7098
Grotta,4295,64.1614,-22.0175
Vík,4296,63.4127,-19.0157
Olafsfjordur,4297,66.0792,-18.6319
Hofn,4298,64.2551,-14.9612
Flotskiy,4299,60.1641,29.1404
Vik,4300,55.6163,14.2859
Asa,4301,57.3389,12.0919
Apelviken,4302,57.0822,12.2544
Traslovslage,4303,57.0501,12.2644
Glommen,4304,56.9237,12.3506
Gronhogen,4305,56.263,16.4005
Haga Park,4306,56.5344,16.3813
Angjarnsudden,4307,57.2735,17.0617
Melbystrand,4308,56.5156,12.8978
Tofta,4309,57.4891,18.1234
Hogklint,4310,57.6011,18.2102
Faro Island,4311,57.9081,19.2004
Torö Stenstrand,4312,58.7964,17.807
Kåseberga,4313,55.3842,14.0671
Kappelhamnsviken,4314,57.93,18.7386
Vaddo,4315,59.9912,18.9125
Mölle,4316,56.2844,12.4913
Lillsnäck Point,4317,64.7904,21.1265
Sikhjalma,4318,60.5795,17.8007
Gouillaud,4319,46.1673,-1.3742
Le Lizay,4320,46.2564,-1.5163
Southerndown,4321,51.445,-3.6086
Beliche,4323,37.0249,-8.9646
Zavial,4324,37.0452,-8.873
Praia da Luz,4325,37.0859,-8.725
Praia Castelejo,4326,37.1006,-8.9466
Praia da Cordoama,4327,37.1102,-8.9398
Praia da Bordeira,4328,37.2018,-8.9044
Amoreira,4329,37.3533,-8.8497
Monte Clérigo,4330,37.3459,-8.8561
Monte Clérigo,4331,37.3459,-8.8561
Carriagem,4332,37.3858,-8.8268
Zambujeria do Mar,4333,37.5238,-8.7902
Cogumelo,4334,37.7212,-8.7958
Porto Covo,4335,37.8571,-8.7943
São Torpes,4336,37.9197,-8.8078
Sesimbra,4337,38.4413,-9.0969
Bicas,4338,38.4538,-9.2001
Lagoa de Albufeira,4339,38.5089,-9.1848
Santa Amaro,4340,38.6819,-9.3138
Praia das Maçás,4341,38.8268,-9.472
São Julião,4342,38.9323,-9.4221
Ribeira d'Ilhas,4343,38.9881,-9.4226
Coxos,4344,39.0012,-9.4278
São Lourenço,4345,39.0144,-9.425
Consolação,4346,39.3235,-9.3623
Molho Leste,4347,39.3502,-9.3692
Belgas,4348,39.4165,-9.2527
Almagreira,4349,39.3798,-9.3156
Foz do Arelho,4350,39.4354,-9.2329
São Pedro do Moel,4351,39.7571,-9.034
Leirosa,4352,40.0567,-8.8925
Torreira,4353,40.757,-8.7177
Furadouro,4354,40.8725,-8.6793
Miramar,4355,41.0683,-8.6596
Luz (Porto),4356,41.1521,-8.6793
Perafita,4357,41.2204,-8.7176
Azurara,4358,41.3339,-8.7412
Vila do Conde,4359,41.3512,-8.7562
Póvoa do Varzim,4360,41.3847,-8.777
Fão,4361,41.5201,-8.7902
Esposende,4362,41.5466,-8.7944
Vila Praia de Âncora,4363,41.8071,-8.8687
Santa Maria de Oia,4364,41.9998,-8.8818
La Lanzada,4365,42.4498,-8.8799
Rio Siera,4366,42.6478,-9.0379
Nemiña,4367,43.0081,-9.2647
Malpica,4368,43.3241,-8.8145
Razo,4369,43.2941,-8.6981
Caion,4370,43.317,-8.611
Barrañan,4371,43.3133,-8.5466
Playa del Orzán,4372,43.3718,-8.406
Doniños,4373,43.498,-8.3206
San Xorxe,4374,43.535,-8.2974
Ponzos,4375,43.5579,-8.2662
Valdoviño,4376,43.6146,-8.1581
San Anton,4377,43.7232,-7.8022
Playa de Esteiro,4378,43.7119,-7.5615
Reinante,4379,43.5544,-7.1679
San Cosme,4380,43.5632,-7.1974
Peñarronda,4381,43.5546,-6.9961
Frejulfe,4382,43.5604,-6.6775
Otur,4383,43.555,-6.596
Playón de Bayas,4384,43.5778,-6.0439
Xago,4385,43.6064,-5.9223
Verdicio,4386,43.6266,-5.8789
San Lorenzo,4387,43.5421,-5.6523
Peñarrubia,4388,43.5525,-5.6241
Playa España,4389,43.5458,-5.5296
Playa Vega,4390,43.4817,-5.1388
Ribadesella,4391,43.4661,-5.0682
San Antolin,4392,43.4433,-4.8711
Gerra,4393,43.3987,-4.3592
Oyambre,4394,43.3945,-4.3318
Liencres,4395,43.4517,-3.9651
Langre,4396,43.4768,-3.6894
Berria,4397,43.4659,-3.468
Laredo,4398,43.4186,-3.4332
La Arena,4399,43.3525,-3.1184
Bakio,4400,43.4318,-2.8065
Laga,4401,43.4099,-2.658
Deba,4402,43.3037,-2.3531
La Salie,4403,44.5149,-1.2579
La Côte Sauvage,4404,45.7116,-1.2404
Les Allassins,4405,45.8714,-1.266
Noirmoutier,4406,46.9438,-2.1895
St jean de monts,4407,46.7738,-2.0606
Gohaud   ,4409,47.1612,-2.1733
L'Ermitage,4410,47.2053,-2.1638
La Courance,4411,47.2424,-2.3156
Penthièvre,4412,47.584,-3.1466
Pavilosta,4413,56.893,21.1773
Liepāja,4414,56.5579,20.9999
Užava,4415,57.2476,21.4121
Pape,4416,56.156,21.0223
Nida,4417,55.307,20.9767
Ristna,4418,58.9371,22.0502
Spoils,4419,26.0971,-80.103
Commercial Pier,4420,26.1893,-80.0941
Hillsboro Inlet,4421,26.2589,-80.0802
Sand Dollar Beach,4422,35.9231,-121.47
Pico Creek,4423,35.6148,-121.1498
Kogel Bay,4424,-34.2266,18.8405
Llandudno,4425,-34.008,18.3407
Melnrage,4426,55.7307,21.0842
Preila,4427,55.3778,21.0306
Vääna-Jõesuu,4428,59.4248,24.3402
Binz / Rügen,4429,54.4059,13.6073
Jack Darling Park,4430,43.5254,-79.6016
Ashbridges Bay,4431,43.6619,-79.305
Bluffers Park,4432,43.7034,-79.2356
Frenchmans Bay,4433,43.8118,-79.091
Sandbanks,4434,43.9036,-77.2844
Presquile Point,4435,43.997,-77.6772
Wolfe Island,4436,44.1109,-76.4507
Ducks,4437,69.068,15.5223
St.Catharines (Municipal Beach),4438,43.2248,-79.2217
Lakeside Park Beach,4439,43.2046,-79.2657
Erikli,4440,41.8832,28.055
Kastro,4441,41.6287,28.1026
Şile Merkez,4442,41.1749,29.626
Woody Wille,4443,41.1558,29.7295
Kumcağız,4444,41.1612,30.2241
Bockoi Plaji,4445,41.7811,32.4827
Zeus Temple,4446,41.848,32.7544
Rivermouth Jetties,4447,41.8944,32.9776
Yali Restaurant,4448,41.9743,33.2042
Hardi,4449,41.9579,34.194
Hotel Turistik,4450,41.9513,34.3388
Oluza River,4451,41.9471,34.6938
Boat Shed,4452,42.0443,34.9242
Farmland,4453,42.0761,34.9494
Kalesi Plaji,4454,42.0264,35.1418
Gerze,4455,41.8189,35.1738
Alanya,4456,36.5489,31.979
Side,4457,36.765,31.3958
Playa Reina,4458,7.6208,-80.9958
Agate Beach,4459,54.0681,-131.8201
Bonanza Beach,4460,53.4108,-132.5303
Antalya,4461,36.8774,30.6649
Leba,4462,54.767,17.5441
Dabki,4463,54.3796,16.3171
Władysławowo,4464,54.7886,18.432
Kilyos,4465,41.246,29.0327
Suma Beach,4466,41.2466,29.0049
Rumeli Feneri,4467,41.2347,29.1149
Karaburan,4468,41.3398,28.6899
Kemer,4469,36.6044,30.5667
Olympos Beach,4470,36.4084,30.48
"Southern Cape, Anapa",4471,44.8904,37.2972
Kastro,4472,39.284,20.3964
Lakouvardos,4473,37.0904,21.582
Kalo Nero,4474,37.2953,21.6919
Falasarna,4475,35.4925,23.58
Preveli,4476,35.1532,24.4778
Palaiochora,4477,35.2324,23.6773
Stalibu,4478,35.2969,25.4247
Makry Gialos,4479,35.0393,25.9779
Zakros,4480,35.0973,26.2635
Petras,4481,35.1994,26.1229
Crystal Beach,4482,15.0208,120.0634
Magic Left,4483,14.9148,120.0605
Bengkulu Beach,4484,-3.8084,102.2624
Liwa,4485,15.0604,120.06
Tavarua - Restaurants,4486,-17.8529,177.2002
Messakti Beach - Ikaria,4487,37.6304,26.0974
Şile Resort,4488,41.1718,29.6337
Barra do Una,4489,-23.7625,-45.765
Secret Harbour,4490,-32.4096,115.7456
Portopalo,4491,36.6669,15.1291
Il Reef Dell'Isola,4492,36.6511,15.0759
Gaza,4493,31.5202,34.4284
Zagka,4494,36.7827,21.9382
Fenekounta,4495,36.8079,21.8075
Agrili,4496,37.2154,21.5974
Methoni,4497,36.8012,21.7383
Lygia,4498,39.147,20.5731
Kardamyli,4499,36.8892,22.2317
Metochi,4500,38.6539,23.9602
Tinos,4501,37.6289,25.144
Xoreuto,4502,39.453,23.1219
Sfinari,4503,35.4217,23.5659
Merkourios,4505,38.56,24.1717
Camp,4506,38.3812,24.2049
Rizomilos,4507,36.8776,21.9252
Marmari,4508,36.4259,22.4759
Asprovalta,4509,40.7573,23.7491
Arkoudi,4510,37.847,21.1078
Baia Arcile,4511,37.2918,15.1599
Nha Trang,4512,12.2785,109.2032
Bai Dai,4513,12.0977,109.1971
Astaf'eva Bay,4514,42.6167,131.1987
Mirrow,4515,44.1634,135.6465
Cristo de Salinitas,4516,13.5399,-89.8241
Negrei,4517,13.5708,-89.8354
Zelenogradsk,4518,54.9658,20.4865
Kasatka Bay,4519,44.9791,147.6391
El Espigon,4520,-41.1207,-63.0086
Juquehy,4521,-23.7683,-45.7387
Houcai Bay,4522,24.1809,117.9871
White Point,4523,43.9643,-64.7352
Isla Grande,4524,9.6335,-79.5546
Plymouth Beach,4525,41.9435,-70.6243
Gillelje Havn,4526,56.1298,12.3065
Raageleje,4527,56.1074,12.1743
Hundested Strand,4528,55.9682,11.847
Rødvig,4529,55.2519,12.3805
Mehuín,4530,-39.4386,-73.2243
Alaçatı,4531,38.2271,26.3604
El Pimental,4532,13.3783,-89.084
La Lancha,4533,20.7634,-105.494
Mirage Beach,4534,-27.9675,153.4326
Ashe,4535,43.9565,39.2625
Googles,4536,-23.3149,43.611
Livorno - Tre Ponti,4537,43.5092,10.3177
Dooey Beach,4538,54.8705,-8.3869
Tullan Strand,4539,54.4924,-8.2709
Demirciköy,4540,41.2507,29.0652
Jeju Island,4541,33.2449,126.4102
Busan,4542,35.1587,129.163
Jukdo,4543,38.0942,128.6603
Oldhead,4544,53.7769,-9.7635
Werri Beach,4545,-34.7412,150.8344
