location,spot_id,lat,lon
Les Brayes - Jersey,1905,49.1979,-2.2271
La Rocco - Jersey,1906,49.1979,-2.2355
Petite Port - Jersey,1907,49.1847,-2.239
Sumner Bar (Christchurch),1950,-43.5627,172.76
Smails Beach,1952,-45.9091,170.562
Sandfly Bay,1953,-45.8977,170.647
Waiwakaiho,1956,-39.0348,174.104
Back Beach (Taranaki),1957,-39.0653,174.015
Sponge Bay,1958,-38.7001,178.058
Stock Route,1959,-38.6892,178.074
Oakura,2014,-39.1115,173.953
Ahu Ahu,2015,-39.1172,173.931
Waitara Bar,2017,-38.9863,174.229
Punihos,2019,-39.1844,173.801
Komerne Road,2020,-39.1803,173.812
Scott Point ,2021,-34.5322,172.725
Green Meadows,2024,-39.5015,173.899
Long Point,2025,-46.5748,169.578
Railways,2026,-39.0755,177.829
Opoutama,2027,-39.0676,177.85
Black's Beach,2028,-39.0695,177.804
Mahia Reef,2029,-39.0858,177.866
Last Chance,2033,-39.0051,177.894
La Punta - Playa Zicatela,2057,15.8299,-97.0486
Ostiones,2058,20.8822,-105.43
San Pancho,2059,20.9011,-105.417
Escolleras,2060,17.6627,-101.62
Playa Linda,2061,17.695,-101.649
Stoner's Point,2062,21.5131,-105.262
Aticama,2063,21.4819,-105.202
Santa Cruz - Nayarit,2064,21.4365,-105.204
Troncones,2065,17.78,-101.727
San Augustin,2066,15.6906,-96.2347
El Paraiso,2067,18.8732,-103.99
Cuyutlan,2068,18.9168,-104.073
El Faro (Guerrero),2069,17.9215,-102.167
Colotepec,2070,15.8041,-97.0144
Punta Chivo,2071,16.1078,-95.2745
La Ventosa,2072,16.1865,-95.1482
Barra de Potosi,2073,17.5387,-101.453
Hampton Beach,2074,42.9133,-70.8052
Linkys,2075,42.9638,-70.769
Costellos,2077,42.956,-70.7747
Seabrook Beach,2078,42.8876,-70.8115
Cherry Grove Pier,2087,33.8256,-78.6313
Devils Rock,2088,30.5055,-9.6869
Blinky Beach,2089,-31.5405,159.084
Harry's,2090,-31.5548,159.068
Bagasbas Beach,2092,14.1382,122.986
Bailey's Beach,2096,41.4557,-71.313
Lagundri Bay - Indicators,2148,0.5631,97.7292
The Machine,2149,0.5746,97.7423
27th Ave/North Myrtle,2152,33.8005,-78.7108
17th Street Boardwalk,2153,31.9899,-80.8463
North Jetty,2155,32.0239,-80.8413
Ditch Plains,2159,41.0384,-71.9134
Atlantic Terrace,2160,41.0331,-71.9364
Turtle Cove,2161,41.0722,-71.8558
Jones Beach State Park,2162,40.6257,-73.348
FAE,2180,-2.1967,-81.0042
Chocolatera,2181,-2.1913,-81.0108
Punta Chulluype,2182,-2.2076,-80.8864
Punta Bellaca,2183,-0.6084,-80.4479
Punta Galera,2184,0.8237,-80.0483
San Mateo,2185,-0.9547,-80.8114
Punta Suspiro,2186,0.494,-80.0454
Portete,2187,0.4933,-80.0478
Punta Tonchigue,2188,0.8681,-79.8866
Atacames,2189,0.8771,-79.8498
La Mesita,2190,-0.6381,-80.4686
Cabo Pasado,2191,-0.3955,-80.4942
Punta Mala,2192,-1.5659,-80.8408
Bocana del Cojimies,2193,0.3833,-80.0613
Engabao,2194,-2.5787,-80.4939
Punta Panico,2195,-4.2503,-81.2377
Cabo Blanquillo,2196,-4.2712,-81.2516
El Nuro,2197,-4.2179,-81.1858
Punta Restin,2198,-4.308,-81.2622
Yacila,2199,-5.1299,-81.1696
Punta Negra (Piura),2200,-5.0944,-81.1702
Punta Ballenas,2201,-4.1067,-81.0632
Punta Arena (Piura),2202,-4.62,-81.2977
Punta Lobo,2203,-4.5911,-81.2924
Punta Aguja,2204,-5.8356,-81.1001
Punta Tur,2205,-5.9732,-81.1505
Punta Prieta,2206,-7.9217,-79.3113
Silver Sands,2207,13.0466,-59.5173
Freights,2208,13.0511,-59.5357
Surfer's Point - Barbados,2209,13.0515,-59.5043
Tent Bay,2210,13.2128,-59.513
Parlors,2211,13.2143,-59.518
Sand Bank,2212,13.2204,-59.5295
Brandons,2213,13.076,-59.6083
Maycocks,2214,13.2958,-59.65
Tropicana,2215,13.2194,-59.6435
Conset Point,2216,13.1855,-59.4621
Ragged Point,2217,13.1628,-59.4308
Long Beach,2218,13.0991,-59.4492
Ocós,2219,14.5024,-92.1959
La Barra - Likin,2220,13.9224,-90.772
Chulamar,2221,13.9137,-90.8724
Iztapa,2222,13.9262,-90.7199
El Paredón,2223,13.9147,-91.0863
Capoon's Bay,2224,18.3999,-64.6814
West End,2225,18.7463,-64.4172
Log Cabins,2226,21.6535,-158.064
Backyards,2232,21.6824,-158.038
Off-The-Wall,2233,21.6602,-158.059
Rockpile/Heisler Park,2234,21.6562,-158.063
Lagoons,2243,-43.4452,147.208
Broadbeach,2247,-28.0301,153.438
Long Track,2248,-26.7604,153.139
Mudjimba Island,2249,-26.6129,153.114
Peregian Creek,2250,-26.4825,153.099
Greenmount,2251,-28.1613,153.547
Narrowneck,2252,-27.9852,153.434
Boiling Pot,2253,-26.3805,153.098
The Spit,2254,-27.9405,153.432
Punta Rocas,2258,-12.3545,-76.8185
Playa Norte,2259,-12.3361,-76.83
Señoritas,2261,-12.3297,-76.8366
El Huayaco,2262,-12.384,-76.7904
Caballeros,2263,-12.3264,-76.838
Pulpos,2264,-12.3094,-76.8472
Triangulo,2265,-12.1608,-77.0281
Ala Moana,2266,-12.1591,-77.0284
Laniakea,2267,-12.1511,-77.0283
Barranquito,2268,-12.1456,-77.0272
Villa,2269,-12.2126,-77.0222
Pavos,2270,-12.1427,-77.0279
Redondo,2271,-12.1327,-77.0347
Waikiki,2272,-12.1318,-77.0396
Makaha,2273,-12.1312,-77.037
Pampilla,2274,-12.1258,-77.0424
Punta Roquitas,2275,-12.1174,-77.0524
El Gringo,2276,-18.4817,-70.3336
La Isla,2277,-18.4793,-70.3326
El Brazo,2278,-18.479,-70.3301
El Puerto,2279,-18.475,-70.3297
El Buey,2280,-18.4851,-70.358
La Brava,2281,-18.4967,-70.3254
Arenillas Negras,2283,-18.5039,-70.3209
El Tubo,2284,-18.4544,-70.304
Las Machas,2285,-18.4293,-70.3158
Pozo Verde,2286,-22.9186,-70.2946
Punta Una,2287,-20.2274,-70.1504
Punta Dos,2288,-20.2257,-70.1526
Colegio,2289,-20.2238,-70.1537
Las Urracas,2290,-20.2214,-70.1553
Punta Gruesa,2291,-20.2179,-70.1582
Intendencia,2292,-20.2151,-70.1592
Andrómeda,2293,-23.6314,-70.3981
Piedra del Lobo,2294,-23.6207,-70.3949
Ram5,2295,-23.7119,-70.4347
La Cúpula,2296,-23.7164,-70.4364
Budeo,2297,-23.5986,-70.3978
Isla Santa Maria,2298,-23.4384,-70.6083
Reñaca,2299,-32.9662,-71.5478
Las Salinas (Pichilemu),2300,-33.0248,-71.5824
Dreamland,2301,-8.7992,115.117
Impossibles,2302,-8.8075,115.104
Balangan,2304,-8.7912,115.1238
Old Mans - Batu-Bolong,2305,-8.6609,115.128
Airport Reef,2309,-8.7425,115.15
Ceningan,2311,-8.7056,115.438
Sri Lanka,2312,-8.7885,115.234
Tanjung Sari,2313,-8.6899,115.272
Nyang Nyang,2315,-8.843,115.094
Serangan,2319,-8.7434,115.244
Green Ball,2320,-8.8515,115.171
Infernillo,2322,-34.3872,-72.0243
Rock Island (Pencit Reef),2323,9.8351,126.164
Papagayo,2324,-32.7835,-71.5388
El Claron,2325,-32.7123,-71.4853
Tuason Point,2326,9.8057,126.169
Horseshoe,2327,9.8021,126.168
Stimpy's,2328,9.8433,126.157
Barrio,2329,9.7465,126.171
Pilar,2330,9.8575,126.103
Pansukian,2331,9.7328,126.14
Caridad,2332,9.9178,126.116
Pacifico,2333,9.9428,126.105
Star Tubes,2334,17.9244,120.437
Badoc Island Lefts,2335,17.9247,120.417
Turtle Head,2336,17.9148,120.412
Boracéia,2337,-23.7589,-45.839
Mole,2343,-27.6039,-48.4321
Galheta,2344,-27.5952,-48.4253
Naufragados,2345,-27.8357,-48.5643
Corniche Ouest,2346,14.674,-17.4714
Ouakam,2347,14.7143,-17.4924
Vivier,2348,14.7335,-17.5136
N'gor Lefts,2349,14.7567,-17.5111
N'gor Rights,2350,14.7549,-17.5182
Baie des Carpes,2351,14.747,-17.5351
Yoff Beach,2352,14.7646,-17.4666
Secret,2353,14.7373,-17.5168
Le Virage,2354,14.7565,-17.4964
Club Med,2355,14.7402,-17.5283
Ponta Paul,2358,32.7656,-17.2382
Madalena do Mar,2359,32.6994,-17.1366
Achadas da Cruz,2360,32.8546,-17.2179
Ribeira da Janela,2362,32.8509,-17.1487
Lugar de Baixo,2363,32.6677,-17.0612
Ponta do Tristão,2364,32.8702,-17.1884
Ponta do Sino,2365,16.5869,-22.9288
Santa Maria,2366,16.5887,-22.9169
Spoutnik,2367,16.5948,-22.9004
Fragata,2368,16.6197,-22.8955
Rife,2369,16.6454,-22.9511
Monte Leão,2370,16.6958,-22.9731
Alibaba,2371,16.7205,-22.9849
Curral Joul,2372,16.7316,-22.9897
Airport Reef - Phuket,2373,8.0894,98.2885
Nai Thon,2374,8.0591,98.2765
Bang Tao,2375,7.9879,98.2875
Pansea Beach,2376,7.9825,98.2761
Surin Beach,2377,7.9769,98.2778
Kamala Beach,2378,7.9527,98.2815
Kalim,2379,7.9143,98.2921
Patong,2380,7.896,98.2944
Relax Beach,2381,7.865,98.2822
Rolling Stones,2382,63.8288,-22.4205
Ollie's Shipwreck,2383,63.8207,-22.4051
The Rock,2384,63.9194,-22.7051
Thorli Beach,2385,63.8805,-21.3088
Blow Holes,2391,-24.4931,113.408
Shek O,2392,22.2282,114.252
Repulse Bay - HK,2393,22.2357,114.195
Campeche,2394,-27.6943,-48.4817
Moçambique,2395,-27.5223,-48.4072
Paúba,2396,-23.803,-45.553
Brava (Littoral Paulista),2397,-23.7994,-45.6114
Camburi,2398,-23.7793,-45.6534
Canto do Leblon,2399,-22.99,-43.2264
Pui O,2400,22.2388,113.978
Embaré,2401,-23.9787,-46.3211
Jaconé,2403,-22.9401,-42.6443
Brava,2404,-22.7543,-41.8717
Laje Rasa,2405,-22.7303,-41.966
São Lourenco,2406,-23.8043,-46.0153
Nanwan,2407,21.9339,120.747
Juréia,2408,-23.7658,-45.7886
Jialeshuei,2409,21.9822,120.846
Morro das Pedras,2410,-27.7144,-48.5006
Gongs,2411,23.8291,121.588
Dashi,2412,24.9677,121.925
Salibya,2413,10.8363,-60.9149
Sans Souci,2414,10.8361,-60.984
Grande Riviere,2415,10.8289,-61.0496
Crazy's,2416,11.2237,-60.6003
São José,2417,-14.2972,-38.9808
Corais,2418,-14.2776,-38.9828
Pontal,2419,-14.2697,-38.9917
Jeribucaçu,2420,-14.345,-38.999
Engenhoca,2421,-14.3535,-38.9988
Havaizinho,2422,-14.3628,-39.0016
Itacarezinho,2423,-14.3723,-39.0048
Jardim Atlantico,2424,-14.8296,-39.0228
Pedra da Cachorra,2425,-14.8318,-39.0222
Sul,2426,-14.8416,-39.0224
Milionários,2427,-14.8527,-39.0218
Cupe,2428,-8.4474,-34.9827
Galinhas,2429,-8.5066,-34.9953
Serrambi,2430,-8.5599,-34.9972
Imposivel,2431,-8.6151,-35.0258
Conceição,2432,-3.8409,-32.418
Meio,2433,-3.8394,-32.4132
Boboca,2434,-3.8351,-32.4032
Abras,2435,-3.8363,-32.3978
São José,2436,-3.8282,-32.4018
Baia da Rata,2437,-3.8133,-32.3928
La Paz,2439,13.4843,-89.3235
The Pier - Costa del Balsamo,2440,13.4858,-89.3199
La Vaca,2441,13.1662,-88.121
Toro de Oro,2442,13.1633,-88.1263
El Cuco,2443,13.1694,-88.1013
La Ventana,2444,13.1667,-88.1554
El Espino,2445,13.17,-88.3048
Playas del Este,2446,23.1721,-82.1532
Lighthouse Beach - Kerala,2454,8.385,76.9776
Ostional,2455,9.9927,-85.7036
Playa Guiones,2456,9.9415,-85.6713
Hawa's Beach,2457,8.3879,76.975
Hog Hole,2458,8.375,-83.2884
Backwash (Golfo Dulce),2459,8.3824,-83.2808
Tiruchindur,2460,8.4872,78.1245
Punta Banco,2461,8.3614,-83.1447
Langosta,2462,10.2765,-85.8502
Isla Uvita,2463,9.9956,-83.0092
Roca Alta,2464,10.0096,-83.0411
Harbour Jetties - Visakhapatnam,2465,17.6815,83.2962
Cocaïne Point,2466,10.0135,-83.0664
Westfalia,2467,9.9515,-83.0146
Rama Krishna Beach,2468,17.7105,83.3207
Punta Barigona,2469,9.5926,-85.1469
Park Hotel,2470,17.7189,83.3373
Lawsons Bay,2471,17.7273,83.3487
Playa Jaco,2472,9.6131,-84.6327
Mangamari,2473,17.8336,83.4175
Tenneti Park,2474,17.7475,83.3519
Jodugullapullam,2475,17.7542,83.3537
Playa Cocles,2476,9.6557,-82.739
Little Shoal,2477,9.6469,-82.7196
Punta Uva,2478,9.6462,-82.6886
Playa Manzanillo,2479,9.6984,-85.2118
Carate,2480,8.3955,-83.3402
Zancudo,2481,8.5046,-83.1278
Barco Quebrado,2490,9.9268,-82.9938
Tortuguero Beach,2491,10.0128,-83.106
Playa Escondida,2492,9.6617,-84.6743
Boca Tusubres,2493,9.5347,-84.5551
Esterillos Oeste,2494,9.5268,-84.4911
Manzanillo (Limón),2495,9.6395,-82.6365
Nu'usafee Island,2496,-14.0504,-171.69
Playa Negra - Limon,2497,9.7422,-82.8469
Tafatafa,2498,-14.0479,-171.686
Playa Caletas,2499,9.7538,-85.2599
Playa Coyote,2500,9.7751,-85.2684
The Office,2501,-10.2446,120.574
Racetrack - Sumba,2502,-10.2549,120.58
Five-O,2503,-10.2594,120.591
Pantai Marosi,2504,-9.7543,119.285
Wainukaka,2505,-9.7519,119.451
Paunch,2506,9.3738,-82.2385
Bluff,2507,9.4036,-82.2462
Club Med - Malaysia,2508,4.1279,103.409
Chendor Beach,2509,4.1747,103.428
First Beach,2511,9.3524,-82.1958
The Point,2512,8.0376,-81.7203
Sandbar,2513,8.0156,-81.6931
Las Bóvedas,2514,8.9493,-79.5312
La Zurda,2515,9.0051,-79.4848
Nuevo Loco,2516,9.0071,-79.4765
Mojon Beach,2517,9.006,-79.4677
Pradomar,2518,11.005,-74.9543
Punta Roca - Colombia,2519,11.0469,-74.92
Hawaiisito,2520,8.4812,-79.9459
San Carlos Point,2521,8.4841,-79.9434
Esmeralda,2522,8.4944,-79.9316
Rio Mar,2523,8.4313,-80.0054
Punta Teta,2524,8.5056,-79.9161
Rinconsito,2525,8.5078,-79.9131
Sandy Beach - Puerto Rico,2530,18.3707,-67.2582
Rock,2533,30.6477,131.055
Wilderness (Puerto Rico),2534,18.4837,-67.1677
Hungry,2535,30.6403,131.062
Nakayama,2536,30.528,130.99
Motones,2537,18.5146,-67.0666
Azakou,2539,30.6821,131.065
Kazamoto ,2541,30.688,131.068
BCs,2542,18.3897,-67.2046
Injou,2543,30.6091,131.054
Surfers Beach (Puerto Rico),2544,18.5073,-67.1411
Yokino,2545,30.6977,130.965
Sumiyoshi,2547,30.6656,130.942
Alize,2549,16.3368,-61.3296
La Station,2551,16.3372,-61.3395
La Caravelle,2552,16.2159,-61.3953
Anse Betrand,2553,16.4737,-61.5121
Anse Salabouelle,2554,16.3086,-61.2653
Hotel Novotel,2555,16.2131,-61.5229
Port St-Francois,2556,16.2478,-61.2696
North Point - Lake Michigan ,2557,43.7641,-87.6946
Wind Point ,2558,42.7822,-87.7571
Playa Rosada,2559,11.4339,-86.0844
Masachapa,2560,11.7791,-86.522
Montelimar,2561,11.8022,-86.5214
El Remanso,2562,11.2205,-85.8494
Tamarind,2568,11.2147,-85.8469
El Yanke,2569,11.1809,-85.8183
T Street (Trafalgar Street),2570,33.4154,-117.618
Blackies,2575,33.6071,-117.93
Santa Ana River Jetties,2577,33.6276,-117.959
Rockpile/Heisler Park,2578,33.5409,-117.789
Corona Del Mar Jetty,2579,33.5921,-117.877
Four Rocks,2580,26.5385,-76.9561
Rush Reef,2581,26.5133,-76.9686
Garbanzo,2582,26.5074,-76.9737
Tilloo Cut,2583,26.4979,-76.9783
Ledges,2585,25.3667,-76.4851
Hidden Beach,2586,25.3387,-76.4254
Holiday Beach,2587,25.4096,-76.5543
Doheny State Beach,2588,33.4603,-117.685
Whale Point Cut,2589,25.4781,-76.6279
Poche Beach,2590,33.4404,-117.646
204s,2591,33.4248,-117.627
Dolphin Street,2592,33.7359,-118.102
7th Street,2593,33.7382,-118.109
Surfside Jetty,2594,33.7291,-118.09
72nd Place,2596,33.744,-118.119
64th Place,2597,33.7464,-118.123
13th Street,2599,33.7366,-118.103
Trails,2600,33.3467,-117.526
Torrance Beach/Haggertys,2604,33.8123,-118.393
Lower Haggertys,2605,33.8037,-118.397
Hermosa Beach,2607,33.861,-118.404
Point Dume,2610,34.005,-118.813
Venice Beach,2611,33.985,-118.477
Bay Street,2613,34.0042,-118.493
Refugio State Beach,2625,34.4608,-120.073
Miramar,2628,34.4179,-119.632
Sandspit,2629,34.405,-119.687
La Conchita Beach,2630,34.3633,-119.45
New Jetty/South Jetty,2632,34.2441,-119.269
Staircase Beach,2641,34.0456,-118.948
Leo Carrillo,2642,34.0439,-118.933
Zero/Nicholas Canyon County Beach,2643,34.0417,-118.917
Solimar Reef and Beach,2644,34.3086,-119.359
Faria Beach,2645,34.3304,-119.401
Emma Wood,2646,34.2916,-119.341
Port Hueneme Beach Park,2647,34.142,-119.198
Ormond Beach,2648,34.1356,-119.186
James Point,2649,25.3534,-76.3746
Little Rincon/Mussel Shoals,2672,34.355,-119.442
El Porto Beach,2677,33.9015,-118.423
Ceron,2693,14.8356,-61.224
Tomate,2694,14.8306,-61.2269
Charlot,2695,14.8758,-61.1803
Bagasse,2696,14.8741,-61.1826
Cocoa,2697,14.7685,-60.9083
Pelle Ã¡ Tarte,2698,14.7749,-60.894
Le Lorrain,2699,14.8342,-61.0537
Charpencaye,2700,14.808,-61.0131
Tarpits/Carpinteria State Beach,2701,34.3923,-119.524
Tajiguas,2703,34.4625,-120.099
Biologia,2704,-38.0275,-57.5285
Yacht ,2705,-38.0321,-57.5283
Escollera Sur,2706,-38.0402,-57.5164
La Pepita,2707,-37.979,-57.5386
Waikiki (Mar del Plata),2708,-38.08,-57.537
Mariano,2709,-38.0841,-57.5362
Diva,2710,-38.0988,-57.5419
El Muelle,2711,-38.284,-57.834
Miramar (Argentina),2712,-38.2726,-57.826
Paradise,2713,-38.1827,-57.6506
Pedra do Meio,2714,-3.4113,-39.0409
Ronco do Mar,2715,-3.4049,-39.03
Curral,2716,-3.4032,-39.0259
Hawaiizinho,2717,-3.4034,-39.0224
Outside,2718,-3.3989,-39.0132
Titanzinho,2719,-3.7075,-38.4674
Volta da Jurema,2720,-3.7247,-38.4959
Portão,2721,-3.7203,-38.5084
Futuro,2722,-3.7219,-38.4577
Leste Oeste,2723,-3.7147,-38.5403
Ponte Metalica,2724,-3.7174,-38.5179
Barra do Ceara,2725,-3.6925,-38.5845
Pecém,2726,-3.5484,-38.8055
Weligama,2727,5.9696,80.4417
Okanda,2728,6.6482,81.7788
Panama Rights,2729,6.7672,81.8267
Peanut Farm,2730,6.7821,81.8233
Crocodile Rock,2731,6.8104,81.825
Rivermouth,2732,6.0582,80.1765
Gallé,2733,6.0384,80.2001
Matara,2735,5.9329,80.5241
20/20's,2736,-8.7076,114.374
Tiger Tracks Left,2737,-8.6908,114.372
Tiger Tracks Rights,2738,-8.6854,114.374
Playa Caribe,2739,11.1056,-63.9804
El Malecon,2740,10.5108,-67.6068
Playa El Agua,2742,11.1475,-63.8634
Outside Ekas,2743,-8.9017,116.44
Anare,2744,10.6245,-66.652
Punta Care,2745,10.6225,-66.6939
Fido Point,2746,10.6223,-66.7048
Playa Pantaleta,2747,10.6253,-66.7145
Carúpano,2748,10.6755,-63.2382
Punta de Guiria,2749,10.6808,-63.3217
Ninja's,2750,4.3434,73.6135
Flame Bowls,2751,-23.6241,43.5904
Puss Puss,2752,-23.7427,43.625
Libanona,2753,-25.0383,46.9949
Baie de Galion,2754,-25.0197,46.9942
Baie des Singes,2755,-25.0356,46.986
Resorts,2756,-23.6443,43.6473
Chefs,2757,-23.7499,43.6296
Graveyards (Mauritius),2758,-20.5269,57.5033
Ilôt Sancho,2759,-20.508,57.4496
Black Rocks (Mauritius),2760,-20.3187,57.3654
Harbour Riviere Noire,2761,-20.3564,57.3511
Maconde,2762,-20.4932,57.3679
Cap Requin,2763,-21.0224,55.2291
Aigrettes,2764,-21.035,55.2162
L'Hermitage,2765,-21.0861,55.2223
Pic du Diable,2766,-21.3321,55.4524
La Jetee,2767,-21.3478,55.4764
La Caffrine,2768,-21.1831,55.2008
Le Port,2769,-20.9332,55.2821
Labadi Beach,2770,5.5597,-0.1411
Dixcove,2771,4.7901,-1.9443
Suicide Cliffs,2772,26.0878,127.72
Maeda,2773,26.4458,127.769
Turtles,2774,26.361,127.738
Bowls,2775,26.3179,127.749
Aja,2776,26.2596,127.678
Little Makaha,2780,20.9972,-156.668
Honokohau,2782,21.0228,-156.61
Kawaihae Breakwater,2783,20.0394,-155.836
Banyans,2784,19.6068,-155.979
Pavilions,2785,20.9374,-156.356
Monobe,2791,33.534,133.6851
Shishikui,2792,33.5671,134.309
Teba,2793,33.6343,134.427
Uchizuma,2794,33.6545,134.402
Yasuda,2795,33.4339,133.982
Matsube,2800,35.1189,140.139
Malibu,2801,35.1198,140.153
Shidashita,2802,35.3304,140.399
Fitii,2805,-16.7239,-151.049
Secret (Nias),2807,0.6724,97.6617
Lances Right,2810,-2.3753,99.8601
The Peak - Krui,2811,-5.2386,103.91
Macaronis Right,2812,-2.7905,99.9786
Pulau Pisang,2813,-5.1246,103.853
Bali Village,2814,-5.3913,104.063
Way Jambu,2815,-5.3542,104.0235
Krui Left,2816,-5.1921,103.927
Krui Right,2817,-5.1884,103.931
Ujung Walur,2818,-5.2055,103.906
Rag's Left,2819,-3.0053,100.147
Nipussi,2821,-1.8461,99.2533
Pit Stops,2822,-1.8316,99.253
Beng Bengs,2823,-1.8177,99.2631
Hideaways - Mentawai,2824,-1.8494,99.3026
Four Bobs,2827,-1.9091,99.3108
Karamba,2828,-1.9054,99.3112
Chubbies,2829,-1.895,99.3152
A-Frames,2830,-1.9072,99.3177
Bintangs,2831,-2.3714,99.8234
Silabu,2833,-2.7449,99.9799
7 Palms,2835,-2.1531,99.5257
Burgerworld,2838,-1.8401,99.1512
Taileleo,2839,-1.8075,99.1457
Greenbush,2845,-2.8219,100.06
Suicides - Central Mentawai,2849,-2.041,99.5571
Ombak Tidur,2851,-2.0275,99.5528
Ariks,2853,-2.0281,99.559
Iceland,2855,-2.0213,99.5465
Lakey Pipe,2861,-8.8085,118.378
No Man's,2862,-8.8025,118.377
Cobblestones,2863,-8.8235,118.379
Nungas,2864,-8.7956,118.376
Periscopes,2866,-8.784,118.372
Tarcoola,2867,-28.8016,114.615
Nangadoro,2868,-8.8578,118.396
Coronation,2869,-28.5521,114.564
Pea Break,2871,-33.6977,114.988
Blue Holes,2872,-27.7161,114.154
The Box,2873,-33.9715,114.979
Stark Bay,2874,-32.0022,115.482
Salmon Point,2877,-32.0225,115.517
Cunns,2880,-32.0889,132.978
Windmills,2881,-33.5369,115.004
Cactus,2882,-32.0858,132.979
Crushers,2883,-32.0808,132.977
Caves,2885,-32.0821,132.979
Supertubes (Cactus),2886,-32.0796,132.978
Redgate Peaks,2889,-34.0325,115
Observation City,2893,-31.8936,115.753
The Dump,2897,-35.5331,138.699
Pondie,2898,-35.233,136.837
Spits,2899,-34.9745,136.961
Trigs Beach,2900,-35.2089,138.466
The Trough,2901,-35.2324,138.466
Y-Steps,2902,-35.1293,138.468
Winki Pop / Fairy Bower,2923,-33.7989,151.298
Bilgola Beach,2927,-33.6454,151.33
Bungan,2928,-33.6675,151.321
Little Avalon,2929,-33.639,151.334
Avalon,2930,-33.6362,151.334
Crackneck,2931,-33.3949,151.487
Coneeley's Reef,2932,-35.2037,150.563
Queenscliff,2934,-33.7878,151.29
South Narrabeen,2936,-33.7301,151.305
North/ South Steyne,2937,-33.796,151.29
Warriewood,2938,-33.6898,151.31
Copacabana,2940,-33.4928,151.436
Wamberal,2942,-33.4288,151.452
Green Island,2946,-35.2736,150.516
Dolphin Point,2947,-35.4005,150.451
Bendalong Beach,2948,-35.2518,150.535
Dum Dums,2949,-35.4458,150.41
Black Point,2950,-34.7831,150.821
Broken Head,2952,-28.7043,153.619
Aganoa,2953,-13.7749,-172.288
Coconuts,2954,-14.0188,-171.794
Tiavea Rivermouth,2955,-13.9706,-171.467
Waterfalls,2956,-13.8617,-171.665
SoloSolos,2957,-13.8691,-171.641
Special K,2958,-14.0175,-171.873
Pebbles,2959,-14.0072,-171.848
Jaguaribe,2962,-12.9588,-38.3883
Stella Maris,2963,-12.9428,-38.3272
Kandooma Right,2964,3.9046,73.4758
Batu Karas,2965,-7.7477,108.5051
Rainbows,2966,20.9468,-156.694
South Shore Beach,2967,41.4929,-71.1358
Pantin,2968,43.6404,-8.1144
St Mikes,2969,-30.825,30.4057
Ujong Karang,2970,4.129,96.1254
Kuala Bubon Lefts,2971,4.1997,96.0193
Hilisataro,2972,0.6176,97.8915
Yoyo,2973,27.8866,-12.9846
Al Marsa,2974,27.0639,-13.4295
Lagouira,2975,20.8258,-17.0947
La Corniche - Sahara,2976,27.1905,-13.3922
Ponta Negra - Western Sahara,2977,23.6325,-15.9996
Casamar,2978,27.9476,-12.9272
Zbarat,2979,26.9144,-13.4916
Tarf Noa,2980,26.3866,-14.2075
Msdoud,2981,26.1318,-14.5001
Skaymat,2982,24.7136,-14.8855
Tarf Entayreft,2983,24.0749,-15.5842
Pointe de l'Or,2984,23.96,-15.7482
Foum El Bouir,2985,23.9222,-15.8058
Lagtoua,2986,23.2263,-16.1206
Cap Blanc,2987,20.7706,-17.046
TaÃ­ba,2988,-3.5048,-38.9061
Algarrobo,2989,-33.3459,-71.6575
Maitencillo,2990,-32.6322,-71.4329
Punta Topocalma,2991,-34.1272,-72.0021
La Vedette,2992,-28.3629,-71.1661
Salaverry Harbour,2993,-8.2175,-78.9864
Sao Marcos,2994,-2.4851,-44.2726
Aracaji,2995,-2.4537,-44.1693
Itatinga,2996,-2.3765,-44.3704
Olinda to Porto de Suape,2997,-8.2033,-34.9146
Gardur,2998,64.0836,-22.6928
Kokrobite,2999,5.4948,-0.3622
Nyanyanu,3000,5.4679,-0.4012
Fete,3001,5.4229,-0.4577
Fort Good Hope,3002,5.3872,-0.4855
LP's,3004,4.752,-2.0432
Takoradi,3005,4.8721,-1.7468
Cape Three Points,3006,4.7401,-2.084
Fort Sebastian,3007,4.9737,-1.6341
University,3008,5.1024,-1.242
La Passe (Ivory Coast),3009,5.1847,-3.7053
Lome-Rivage,3010,6.1323,1.2675
Cotonou Rivermouth,3011,6.354,2.4651
Fishermans Point,3012,6.7529,-11.3798
Dorothy's,3013,6.3225,-10.8145
Cassava,3014,6.7443,-11.386
St Charles,3015,5.3357,-0.616
Bouches du Roi,3016,6.2787,1.8323
Krake,3017,6.3739,2.6919
Les Route des Peches,3018,6.3473,2.3565
"Sheraton, Novotel",3019,6.3432,2.3998
Momi Bay,3020,-17.9163,177.262
Natadola,3021,-18.1162,177.306
Salani,3022,-14.0423,-171.615
Frigates,3023,-18.4464,177.928
Uatotoka,3024,-19.1811,178.114
Ouidah,3025,6.323,2.0895
Vesi Passage,3026,-19.0521,178.462
Anecho,3027,6.2286,1.6065
Grand Drewin,3028,4.9135,-6.1466
Sabang,3029,5.8997,95.3299
Lampuuk,3030,5.4936,95.2284
Pantai Camara,3032,5.4253,95.2405
Cotton Trees,3033,6.7492,-11.3828
Mamba Beach,3034,6.3095,-10.8157
Rio Mearim,3035,-3.461,-44.7805
Pui Puy,3036,10.7013,-62.9694
Lam Tadoh Lefts,3037,5.5994,95.1447
Balimbing,3038,-5.9142,104.552
